EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden vs. Anshul Jubli,Round 1,Mike Breeden,0,29 of 51,56%,29 of 51,0 of 1,0%,0,0,0:00,21 of 41,4 of 5,4 of 5,28 of 50,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden vs. Anshul Jubli,Round 2,Mike Breeden,0,29 of 68,42%,31 of 72,0 of 0,---,0,0,0:01,23 of 61,4 of 5,2 of 2,28 of 67,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden vs. Anshul Jubli,Round 3,Mike Breeden,1,34 of 58,58%,34 of 58,0 of 0,---,0,0,0:00,31 of 55,3 of 3,0 of 0,33 of 57,0 of 0,1 of 1
UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden vs. Anshul Jubli,Round 1,Anshul Jubli,0,44 of 88,50%,44 of 88,0 of 0,---,0,0,0:00,23 of 62,14 of 19,7 of 7,40 of 81,4 of 7,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden vs. Anshul Jubli,Round 2,Anshul Jubli,0,48 of 84,57%,49 of 85,0 of 2,0%,0,0,0:05,33 of 66,11 of 14,4 of 4,46 of 78,2 of 6,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden vs. Anshul Jubli,Round 3,Anshul Jubli,0,11 of 22,50%,11 of 22,0 of 3,0%,0,0,0:00,7 of 17,2 of 3,2 of 2,11 of 22,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood vs. Muhammad Naimov,Round 1,Nathaniel Wood,0,10 of 17,58%,17 of 26,1 of 2,50%,0,0,0:45,4 of 10,1 of 2,5 of 5,8 of 15,2 of 2,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood vs. Muhammad Naimov,Round 2,Nathaniel Wood,0,1 of 1,100%,6 of 6,1 of 3,33%,0,0,1:32,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood vs. Muhammad Naimov,Round 3,Nathaniel Wood,0,39 of 54,72%,47 of 62,0 of 2,0%,0,0,0:27,32 of 46,5 of 5,2 of 3,28 of 41,2 of 3,9 of 10
UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood vs. Muhammad Naimov,Round 1,Muhammad Naimov,0,18 of 28,64%,49 of 64,1 of 3,33%,0,1,2:37,13 of 21,3 of 4,2 of 3,6 of 11,5 of 5,7 of 12
UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood vs. Muhammad Naimov,Round 2,Muhammad Naimov,0,11 of 13,84%,30 of 34,2 of 3,66%,0,0,2:59,4 of 6,4 of 4,3 of 3,1 of 1,4 of 5,6 of 7
UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood vs. Muhammad Naimov,Round 3,Muhammad Naimov,0,19 of 40,47%,21 of 42,1 of 3,33%,0,0,1:06,14 of 33,3 of 5,2 of 2,17 of 36,2 of 4,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova vs. Jinh Yu Frey,Round 1,Viktoriia Dudakova,1,30 of 53,56%,31 of 54,0 of 3,0%,0,0,0:18,19 of 40,10 of 12,1 of 1,22 of 44,8 of 9,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova vs. Jinh Yu Frey,Round 2,Viktoriia Dudakova,0,11 of 23,47%,37 of 51,0 of 0,---,0,0,0:00,6 of 16,5 of 7,0 of 0,8 of 20,3 of 3,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova vs. Jinh Yu Frey,Round 3,Viktoriia Dudakova,0,33 of 70,47%,41 of 78,0 of 0,---,0,0,0:00,22 of 59,11 of 11,0 of 0,30 of 67,3 of 3,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova vs. Jinh Yu Frey,Round 1,Jinh Yu Frey,0,16 of 46,34%,16 of 46,0 of 0,---,0,0,0:00,9 of 37,5 of 7,2 of 2,15 of 44,1 of 2,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova vs. Jinh Yu Frey,Round 2,Jinh Yu Frey,0,11 of 22,50%,28 of 40,1 of 1,100%,0,0,3:48,8 of 17,0 of 2,3 of 3,4 of 14,0 of 0,7 of 8
UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova vs. Jinh Yu Frey,Round 3,Jinh Yu Frey,0,20 of 33,60%,21 of 35,0 of 2,0%,0,0,0:52,14 of 26,3 of 4,3 of 3,18 of 31,2 of 2,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov vs. Bruno Silva,Round 1,Shara Magomedov,0,46 of 66,69%,46 of 66,0 of 0,---,0,0,0:00,16 of 31,10 of 12,20 of 23,46 of 66,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov vs. Bruno Silva,Round 2,Shara Magomedov,0,43 of 58,74%,82 of 101,0 of 0,---,0,0,0:00,21 of 36,9 of 9,13 of 13,24 of 35,7 of 9,12 of 14
UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov vs. Bruno Silva,Round 3,Shara Magomedov,0,24 of 30,80%,94 of 107,0 of 0,---,0,0,0:00,19 of 25,3 of 3,2 of 2,4 of 5,8 of 12,12 of 13
UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov vs. Bruno Silva,Round 1,Bruno Silva,0,28 of 42,66%,28 of 42,0 of 1,0%,0,0,0:00,20 of 33,3 of 4,5 of 5,27 of 41,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov vs. Bruno Silva,Round 2,Bruno Silva,0,26 of 36,72%,44 of 56,1 of 2,50%,0,0,2:25,20 of 30,3 of 3,3 of 3,8 of 15,3 of 3,15 of 18
UFC 294: Makhachev vs. Volkanovski 2,Shara Magomedov vs. Bruno Silva,Round 3,Bruno Silva,0,11 of 13,84%,35 of 40,2 of 4,50%,0,0,4:19,11 of 13,0 of 0,0 of 0,0 of 0,1 of 1,10 of 12
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 1,Sodiq Yusuff,1,42 of 80,52%,55 of 103,1 of 1,100%,0,0,3:15,39 of 77,3 of 3,0 of 0,23 of 54,4 of 4,15 of 22
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 2,Sodiq Yusuff,0,42 of 79,53%,43 of 80,0 of 0,---,0,0,0:29,24 of 56,3 of 6,15 of 17,34 of 69,8 of 10,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 3,Sodiq Yusuff,0,29 of 58,50%,29 of 59,0 of 0,---,0,0,0:00,17 of 42,5 of 7,7 of 9,29 of 58,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 4,Sodiq Yusuff,0,35 of 79,44%,39 of 84,0 of 1,0%,0,0,0:12,24 of 64,1 of 2,10 of 13,35 of 78,0 of 1,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 5,Sodiq Yusuff,0,30 of 55,54%,40 of 71,0 of 0,---,0,0,0:00,22 of 45,2 of 2,6 of 8,27 of 52,3 of 3,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 1,Edson Barboza,0,13 of 25,52%,14 of 26,0 of 0,---,0,0,0:00,8 of 19,5 of 6,0 of 0,12 of 24,1 of 1,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 2,Edson Barboza,0,31 of 65,47%,33 of 67,0 of 0,---,0,0,0:00,7 of 31,23 of 31,1 of 3,25 of 57,6 of 8,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 3,Edson Barboza,1,32 of 68,47%,42 of 86,0 of 0,---,0,0,1:04,14 of 44,16 of 20,2 of 4,27 of 61,0 of 0,5 of 7
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 4,Edson Barboza,0,47 of 90,52%,48 of 91,0 of 0,---,0,0,0:22,24 of 63,22 of 26,1 of 1,42 of 85,5 of 5,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff vs. Edson Barboza,Round 5,Edson Barboza,0,41 of 76,53%,41 of 77,3 of 4,75%,0,0,1:38,18 of 47,23 of 29,0 of 0,28 of 63,13 of 13,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia vs. Viviane Araujo,Round 1,Jennifer Maia,0,24 of 58,41%,28 of 63,0 of 1,0%,0,0,0:00,15 of 48,2 of 3,7 of 7,21 of 54,3 of 4,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia vs. Viviane Araujo,Round 2,Jennifer Maia,0,0 of 5,0%,8 of 18,0 of 0,---,0,0,0:00,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia vs. Viviane Araujo,Round 3,Jennifer Maia,0,17 of 38,44%,24 of 45,2 of 3,66%,0,0,1:25,14 of 34,0 of 1,3 of 3,10 of 29,7 of 9,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia vs. Viviane Araujo,Round 1,Viviane Araujo,0,14 of 30,46%,14 of 30,0 of 2,0%,0,0,0:25,8 of 23,2 of 3,4 of 4,13 of 29,1 of 1,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia vs. Viviane Araujo,Round 2,Viviane Araujo,0,2 of 2,100%,24 of 35,2 of 2,100%,1,0,4:35,2 of 2,0 of 0,0 of 0,2 of 2,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia vs. Viviane Araujo,Round 3,Viviane Araujo,0,8 of 14,57%,26 of 35,0 of 2,0%,0,0,2:03,5 of 11,2 of 2,1 of 1,7 of 12,0 of 1,1 of 1
UFC Fight Night: Yusuff vs. Barboza,Jonathan Martinez vs. Adrian Yanez,Round 1,Jonathan Martinez,1,16 of 30,53%,16 of 32,0 of 0,---,0,0,0:12,1 of 5,0 of 2,15 of 23,16 of 30,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jonathan Martinez vs. Adrian Yanez,Round 2,Jonathan Martinez,1,20 of 28,71%,20 of 28,0 of 0,---,0,0,0:07,6 of 10,0 of 0,14 of 18,20 of 28,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jonathan Martinez vs. Adrian Yanez,Round 1,Adrian Yanez,0,14 of 46,30%,14 of 46,0 of 0,---,0,0,0:00,5 of 37,8 of 8,1 of 1,13 of 44,1 of 2,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Jonathan Martinez vs. Adrian Yanez,Round 2,Adrian Yanez,0,6 of 26,23%,6 of 27,0 of 0,---,0,0,0:10,4 of 22,2 of 4,0 of 0,4 of 22,2 of 4,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Andre Petroski vs. Michel Pereira,Round 1,Andre Petroski,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Andre Petroski vs. Michel Pereira,Round 1,Michel Pereira,1,6 of 18,33%,6 of 18,0 of 0,---,0,0,0:04,5 of 17,1 of 1,0 of 0,2 of 6,0 of 0,4 of 12
UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez vs. Cameron Saaiman,Round 1,Christian Rodriguez,0,22 of 50,44%,22 of 50,1 of 4,25%,1,0,0:36,14 of 42,8 of 8,0 of 0,19 of 44,3 of 6,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez vs. Cameron Saaiman,Round 2,Christian Rodriguez,0,19 of 27,70%,28 of 39,1 of 1,100%,1,1,2:25,17 of 25,2 of 2,0 of 0,9 of 15,3 of 3,7 of 9
UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez vs. Cameron Saaiman,Round 3,Christian Rodriguez,0,42 of 84,50%,42 of 84,1 of 1,100%,0,0,0:11,33 of 74,8 of 9,1 of 1,35 of 72,7 of 12,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez vs. Cameron Saaiman,Round 1,Cameron Saaiman,0,27 of 69,39%,32 of 74,0 of 2,0%,0,0,0:16,12 of 44,7 of 9,8 of 16,23 of 61,4 of 8,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez vs. Cameron Saaiman,Round 2,Cameron Saaiman,0,8 of 19,42%,16 of 29,0 of 2,0%,1,0,1:04,4 of 12,1 of 2,3 of 5,8 of 19,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez vs. Cameron Saaiman,Round 3,Cameron Saaiman,0,38 of 87,43%,39 of 89,0 of 1,0%,0,0,0:06,22 of 65,6 of 10,10 of 12,34 of 80,4 of 7,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Darren Elkins vs. TJ Brown,Round 1,Darren Elkins,0,2 of 11,18%,53 of 80,2 of 2,100%,1,0,3:32,2 of 10,0 of 0,0 of 1,2 of 11,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Darren Elkins vs. TJ Brown,Round 2,Darren Elkins,0,7 of 16,43%,28 of 43,3 of 5,60%,0,1,2:49,4 of 13,3 of 3,0 of 0,7 of 15,0 of 1,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Darren Elkins vs. TJ Brown,Round 3,Darren Elkins,0,2 of 6,33%,14 of 23,0 of 1,0%,1,0,1:48,2 of 6,0 of 0,0 of 0,2 of 6,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Darren Elkins vs. TJ Brown,Round 1,TJ Brown,0,4 of 13,30%,11 of 25,1 of 1,100%,0,0,0:37,2 of 11,0 of 0,2 of 2,4 of 13,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Darren Elkins vs. TJ Brown,Round 2,TJ Brown,0,9 of 29,31%,32 of 53,1 of 1,100%,0,1,0:44,7 of 26,1 of 2,1 of 1,9 of 28,0 of 0,0 of 1
UFC Fight Night: Yusuff vs. Barboza,Darren Elkins vs. TJ Brown,Round 3,TJ Brown,0,2 of 8,25%,2 of 8,0 of 0,---,0,0,0:08,2 of 8,0 of 0,0 of 0,2 of 8,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa vs. Ravena Oliveira,Round 1,Tainara Lisboa,0,8 of 13,61%,28 of 39,1 of 3,33%,0,0,1:19,5 of 9,3 of 3,0 of 1,5 of 10,3 of 3,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa vs. Ravena Oliveira,Round 2,Tainara Lisboa,0,2 of 6,33%,34 of 43,1 of 1,100%,0,0,4:47,0 of 4,1 of 1,1 of 1,0 of 0,2 of 3,0 of 3
UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa vs. Ravena Oliveira,Round 3,Tainara Lisboa,0,8 of 16,50%,15 of 24,1 of 4,25%,0,0,0:49,4 of 11,4 of 5,0 of 0,2 of 10,6 of 6,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa vs. Ravena Oliveira,Round 1,Ravena Oliveira,0,4 of 12,33%,19 of 34,1 of 2,50%,0,0,2:15,1 of 9,1 of 1,2 of 2,4 of 12,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa vs. Ravena Oliveira,Round 2,Ravena Oliveira,0,0 of 1,0%,8 of 9,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa vs. Ravena Oliveira,Round 3,Ravena Oliveira,0,11 of 18,61%,34 of 44,1 of 1,100%,0,0,3:07,9 of 13,2 of 5,0 of 0,9 of 15,2 of 3,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Terrance McKinney vs. Brendon Marotte,Round 1,Terrance McKinney,1,14 of 21,66%,14 of 21,0 of 0,---,0,0,0:15,14 of 21,0 of 0,0 of 0,0 of 1,1 of 1,13 of 19
UFC Fight Night: Yusuff vs. Barboza,Terrance McKinney vs. Brendon Marotte,Round 1,Brendon Marotte,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva vs. Melissa Mullins,Round 1,Irina Alekseeva,1,30 of 60,50%,37 of 70,0 of 2,0%,0,0,0:39,11 of 35,1 of 4,18 of 21,26 of 51,2 of 4,2 of 5
UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva vs. Melissa Mullins,Round 2,Irina Alekseeva,0,8 of 20,40%,10 of 25,0 of 1,0%,0,0,0:00,2 of 10,1 of 2,5 of 8,8 of 20,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva vs. Melissa Mullins,Round 3,Irina Alekseeva,0,10 of 28,35%,13 of 31,1 of 1,100%,0,0,0:11,10 of 27,0 of 1,0 of 0,10 of 28,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva vs. Melissa Mullins,Round 1,Melissa Mullins,0,23 of 37,62%,32 of 54,0 of 0,---,0,0,1:26,21 of 35,2 of 2,0 of 0,22 of 36,1 of 1,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva vs. Melissa Mullins,Round 2,Melissa Mullins,0,12 of 21,57%,24 of 38,0 of 0,---,0,0,3:43,12 of 20,0 of 1,0 of 0,8 of 13,0 of 0,4 of 8
UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva vs. Melissa Mullins,Round 3,Melissa Mullins,0,17 of 37,45%,31 of 56,0 of 1,0%,0,0,3:06,14 of 34,3 of 3,0 of 0,12 of 27,0 of 0,5 of 10
UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez vs. Alatengheili,Round 1,Chris Gutierrez,0,35 of 65,53%,35 of 65,0 of 0,---,0,0,0:00,10 of 25,4 of 4,21 of 36,35 of 65,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez vs. Alatengheili,Round 2,Chris Gutierrez,0,38 of 68,55%,38 of 68,0 of 0,---,0,0,0:00,16 of 35,3 of 9,19 of 24,38 of 68,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez vs. Alatengheili,Round 3,Chris Gutierrez,0,37 of 64,57%,42 of 70,0 of 0,---,0,0,0:08,18 of 36,3 of 7,16 of 21,37 of 62,0 of 2,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez vs. Alatengheili,Round 1,Alatengheili,0,7 of 29,24%,7 of 29,0 of 0,---,0,0,0:00,5 of 25,1 of 3,1 of 1,7 of 29,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez vs. Alatengheili,Round 2,Alatengheili,0,17 of 46,36%,17 of 46,0 of 0,---,0,0,0:00,11 of 33,5 of 12,1 of 1,17 of 46,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez vs. Alatengheili,Round 3,Alatengheili,0,14 of 58,24%,15 of 59,2 of 4,50%,0,0,0:51,9 of 50,4 of 6,1 of 2,14 of 55,0 of 2,0 of 1
UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder vs. Emily Ducote,Round 1,Ashley Yoder,0,32 of 68,47%,35 of 71,0 of 0,---,0,0,0:00,21 of 55,7 of 9,4 of 4,32 of 68,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder vs. Emily Ducote,Round 2,Ashley Yoder,0,35 of 89,39%,35 of 91,0 of 2,0%,0,0,0:09,21 of 68,11 of 17,3 of 4,32 of 86,3 of 3,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder vs. Emily Ducote,Round 3,Ashley Yoder,0,35 of 112,31%,35 of 114,0 of 1,0%,0,0,0:00,17 of 93,14 of 14,4 of 5,29 of 105,6 of 7,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder vs. Emily Ducote,Round 1,Emily Ducote,0,26 of 66,39%,26 of 67,1 of 1,100%,0,0,0:03,11 of 41,9 of 14,6 of 11,26 of 66,0 of 0,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder vs. Emily Ducote,Round 2,Emily Ducote,0,34 of 61,55%,35 of 62,0 of 0,---,0,0,0:00,19 of 42,8 of 12,7 of 7,34 of 60,0 of 1,0 of 0
UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder vs. Emily Ducote,Round 3,Emily Ducote,0,57 of 83,68%,58 of 84,0 of 0,---,0,0,0:00,39 of 62,12 of 14,6 of 7,57 of 83,0 of 0,0 of 0
UFC Fight Night: Dawson vs. Green,Grant Dawson vs. Bobby Green,Round 1,Grant Dawson,0,0 of 6,0%,0 of 6,0 of 0,---,0,0,0:00,0 of 6,0 of 0,0 of 0,0 of 6,0 of 0,0 of 0
UFC Fight Night: Dawson vs. Green,Grant Dawson vs. Bobby Green,Round 1,Bobby Green,1,7 of 11,63%,7 of 11,0 of 0,---,0,0,0:05,7 of 10,0 of 0,0 of 1,1 of 4,0 of 0,6 of 7
UFC Fight Night: Dawson vs. Green,Joe Pyfer vs. Abdul Razak Alhassan,Round 1,Joe Pyfer,0,20 of 46,43%,20 of 47,2 of 3,66%,1,0,0:32,12 of 34,6 of 9,2 of 3,19 of 45,1 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Joe Pyfer vs. Abdul Razak Alhassan,Round 2,Joe Pyfer,0,6 of 16,37%,6 of 16,1 of 1,100%,1,0,0:35,3 of 13,3 of 3,0 of 0,5 of 15,1 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Joe Pyfer vs. Abdul Razak Alhassan,Round 1,Abdul Razak Alhassan,0,7 of 19,36%,7 of 19,0 of 0,---,1,0,0:08,3 of 11,2 of 3,2 of 5,7 of 18,0 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Joe Pyfer vs. Abdul Razak Alhassan,Round 2,Abdul Razak Alhassan,0,4 of 9,44%,4 of 9,0 of 0,---,0,0,0:00,1 of 4,0 of 0,3 of 5,4 of 9,0 of 0,0 of 0
UFC Fight Night: Dawson vs. Green,Alex Morono vs. Joaquin Buckley,Round 1,Alex Morono,0,12 of 33,36%,12 of 35,0 of 0,---,0,0,0:00,9 of 29,3 of 4,0 of 0,12 of 31,0 of 2,0 of 0
UFC Fight Night: Dawson vs. Green,Alex Morono vs. Joaquin Buckley,Round 2,Alex Morono,0,15 of 52,28%,25 of 62,0 of 0,---,0,0,0:00,11 of 44,3 of 6,1 of 2,15 of 51,0 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Alex Morono vs. Joaquin Buckley,Round 3,Alex Morono,0,13 of 56,23%,17 of 64,1 of 2,50%,0,0,0:13,9 of 49,4 of 7,0 of 0,10 of 51,3 of 5,0 of 0
UFC Fight Night: Dawson vs. Green,Alex Morono vs. Joaquin Buckley,Round 1,Joaquin Buckley,0,10 of 41,24%,14 of 45,2 of 4,50%,0,0,0:35,6 of 32,2 of 6,2 of 3,10 of 41,0 of 0,0 of 0
UFC Fight Night: Dawson vs. Green,Alex Morono vs. Joaquin Buckley,Round 2,Joaquin Buckley,0,18 of 45,40%,18 of 45,0 of 0,---,0,0,0:27,10 of 31,8 of 13,0 of 1,17 of 41,1 of 4,0 of 0
UFC Fight Night: Dawson vs. Green,Alex Morono vs. Joaquin Buckley,Round 3,Joaquin Buckley,0,40 of 90,44%,45 of 96,0 of 0,---,0,0,1:19,25 of 71,14 of 17,1 of 2,28 of 59,1 of 5,11 of 26
UFC Fight Night: Dawson vs. Green,Drew Dober vs. Ricky Glenn,Round 1,Drew Dober,1,30 of 53,56%,30 of 53,0 of 0,---,0,0,0:31,19 of 40,7 of 9,4 of 4,20 of 38,2 of 3,8 of 12
UFC Fight Night: Dawson vs. Green,Drew Dober vs. Ricky Glenn,Round 1,Ricky Glenn,0,5 of 22,22%,5 of 22,0 of 1,0%,0,0,0:00,2 of 15,3 of 7,0 of 0,5 of 22,0 of 0,0 of 0
UFC Fight Night: Dawson vs. Green,Alexander Hernandez vs. Bill Algeo,Round 1,Alexander Hernandez,0,16 of 39,41%,16 of 39,0 of 0,---,0,0,0:00,1 of 12,11 of 19,4 of 8,16 of 39,0 of 0,0 of 0
UFC Fight Night: Dawson vs. Green,Alexander Hernandez vs. Bill Algeo,Round 2,Alexander Hernandez,0,28 of 59,47%,28 of 59,0 of 0,---,0,0,0:27,12 of 35,15 of 22,1 of 2,28 of 58,0 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Alexander Hernandez vs. Bill Algeo,Round 3,Alexander Hernandez,0,31 of 58,53%,32 of 59,0 of 1,0%,0,0,0:08,12 of 33,19 of 25,0 of 0,31 of 57,0 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Alexander Hernandez vs. Bill Algeo,Round 1,Bill Algeo,0,27 of 61,44%,27 of 61,0 of 0,---,0,0,0:00,6 of 28,7 of 15,14 of 18,27 of 61,0 of 0,0 of 0
UFC Fight Night: Dawson vs. Green,Alexander Hernandez vs. Bill Algeo,Round 2,Bill Algeo,1,44 of 89,49%,52 of 100,0 of 0,---,0,0,0:05,21 of 62,13 of 16,10 of 11,43 of 88,1 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Alexander Hernandez vs. Bill Algeo,Round 3,Bill Algeo,0,39 of 94,41%,40 of 96,1 of 1,100%,0,0,0:02,19 of 66,13 of 19,7 of 9,38 of 92,1 of 2,0 of 0
UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz vs. Diana Belbita,Round 1,Karolina Kowalkiewicz,0,39 of 74,52%,41 of 78,1 of 1,100%,0,1,1:12,29 of 60,10 of 14,0 of 0,29 of 62,10 of 12,0 of 0
UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz vs. Diana Belbita,Round 2,Karolina Kowalkiewicz,0,41 of 76,53%,52 of 87,0 of 4,0%,0,0,0:46,31 of 62,7 of 11,3 of 3,34 of 66,6 of 8,1 of 2
UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz vs. Diana Belbita,Round 3,Karolina Kowalkiewicz,0,61 of 117,52%,62 of 118,0 of 1,0%,0,0,0:17,34 of 81,25 of 33,2 of 3,60 of 116,1 of 1,0 of 0
UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz vs. Diana Belbita,Round 1,Diana Belbita,0,35 of 83,42%,41 of 89,1 of 1,100%,0,1,0:13,21 of 64,11 of 14,3 of 5,25 of 70,10 of 13,0 of 0
UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz vs. Diana Belbita,Round 2,Diana Belbita,0,30 of 66,45%,33 of 69,1 of 1,100%,0,0,0:40,18 of 49,10 of 15,2 of 2,26 of 60,3 of 4,1 of 2
UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz vs. Diana Belbita,Round 3,Diana Belbita,0,34 of 112,30%,34 of 112,0 of 0,---,0,0,0:00,18 of 86,12 of 21,4 of 5,34 of 111,0 of 1,0 of 0
